"simulationTime[s]","districtName","districtSafetyLevel","patrolID","previousPatrolState","currentPatrolState","isNight"
24630,Praga-Pó³noc,Safe,55077f51-ca63-47c8-9cbf-2d31315e277c,TRANSFER_TO_INTERVENTION,CALCULATING_PATH,0
24631,W³ochy,NotSafe,3a5768eb-38f7-46df-adc7-fea15dc78df5,TRANSFER_TO_INTERVENTION,INTERVENTION,0
24631,Mokotów,NotSafe,f3e69137-0b11-413f-a058-e9aced70ee84,CALCULATING_PATH,PATROLLING,0
24657,Wola,Safe,9b138054-2690-45e5-9e4d-9de40c1da49c,PATROLLING,TRANSFER_TO_INTERVENTION,0
24657,Wola,Safe,9b138054-2690-45e5-9e4d-9de40c1da49c,TRANSFER_TO_INTERVENTION,CALCULATING_PATH,0
24683,Praga-Pó³noc,Safe,55077f51-ca63-47c8-9cbf-2d31315e277c,CALCULATING_PATH,TRANSFER_TO_INTERVENTION,0
24712,Bemowo,RatherSafe,f05f644e-9098-4a4f-a710-45a321abe01c,PATROLLING,CALCULATING_PATH,0
24712,Wola,Safe,9b138054-2690-45e5-9e4d-9de40c1da49c,CALCULATING_PATH,TRANSFER_TO_INTERVENTION,0
24737,Ochota,RatherSafe,20ea95b9-bc76-41c1-aa81-daf878dcef7a,PATROLLING,TRANSFER_TO_INTERVENTION,0
24737,Ochota,RatherSafe,20ea95b9-bc76-41c1-aa81-daf878dcef7a,TRANSFER_TO_INTERVENTION,CALCULATING_PATH,0
24762,Bemowo,RatherSafe,f05f644e-9098-4a4f-a710-45a321abe01c,CALCULATING_PATH,PATROLLING,0
24788,¯oliborz,RatherSafe,290ad1b0-4cb1-44ca-b0c5-b4e010862919,TRANSFER_TO_INTERVENTION,TRANSFER_TO_FIRING,0
24788,¯oliborz,RatherSafe,290ad1b0-4cb1-44ca-b0c5-b4e010862919,TRANSFER_TO_FIRING,CALCULATING_PATH,0
24789,Ochota,RatherSafe,20ea95b9-bc76-41c1-aa81-daf878dcef7a,CALCULATING_PATH,TRANSFER_TO_INTERVENTION,0
24814,Rembertów,RatherSafe,dfd0c2fd-f25f-4862-8963-1584d660c64f,INTERVENTION,PATROLLING,0
24843,Praga-Po³udnie,NotSafe,5db7fadf-77c0-44ee-a2c5-7bd6d304eb26,TRANSFER_TO_INTERVENTION,INTERVENTION,0
24843,¯oliborz,RatherSafe,290ad1b0-4cb1-44ca-b0c5-b4e010862919,CALCULATING_PATH,TRANSFER_TO_FIRING,0
